4	2000	16.611681
6	2000	69.75489
8	2000	94.211342
10	2000	98.559349
4	4000	25.309278
6	4000	62.582279
8	4000	91.043922
10	4000	98.183716
4	6000	23.069326
6	6000	58.471581
8	6000	88.614998
10	6000	97.744522
4	8000	21.905853
6	8000	55.978405
8	8000	86.924377
10	8000	97.303078
